-293.67,-393.4,-575.45,-552.39,-343.86,-240.58,-212.16,-238.63,-120.33,-99.181,-153.5,-323,-263.9,-268.78,-277.32,-314.62,-307.95,-348.42,-345.08,-332.97,-356.75,-374.5,-349.63,-292.83,-287.39,-280.84,-286.45,-260.86,-266.69,-223.7,-348.6,-950.24
-298.4,-400.05,-585.57,-562.9,-351.57,-243.09,-213.69,-240.43,-124.22,-104.19,-159.72,-327.3,-275.3,-289.85,-298.27,-324.19,-312.77,-359.15,-362.12,-350.7,-369.33,-382.45,-356.88,-302.15,-304,-304.62,-309.58,-274.42,-276.07,-240.16,-377.6,-981.27
-301.94,-407.85,-595.23,-567.93,-349.94,-240.78,-215.57,-237.67,-117.17,-96.782,-159.84,-330.63,-273.97,-292.59,-301.47,-328.17,-309.06,-360.91,-364.09,-354.93,-370.6,-382.98,-355.68,-302.65,-312.87,-319.76,-321.52,-279.08,-280.39,-253.35,-398.32,-1005.5
-285.97,-377.39,-573.88,-554.19,-338.06,-222.11,-200.21,-227.68,-104.9,-84.01,-144.01,-318.91,-260.63,-271.63,-277.09,-310.32,-296.57,-340.5,-336.82,-328.87,-351.44,-366.57,-339.95,-283.88,-287.42,-286.74,-291.69,-255.92,-259.25,-229.92,-371.02,-972.02
-257.71,-344.46,-551.95,-539.96,-321.22,-198.09,-177.04,-215.37,-88.303,-68.132,-124.58,-306.4,-248.23,-259.4,-264.43,-294.39,-280.98,-321.6,-318.96,-308.36,-330.35,-345.56,-319.69,-261.39,-259.09,-252.79,-264.37,-231.1,-232.79,-203.77,-354.46,-942.05
-245.08,-342.36,-559.16,-547.08,-317.86,-191.93,-172.4,-213.19,-72.978,-51.465,-111.53,-303.81,-239.08,-255.54,-261.04,-288.31,-269.09,-315.51,-316.14,-303.99,-324.1,-337.87,-310.56,-249.34,-256.73,-253.61,-265.21,-221.24,-223.5,-201.22,-367.28,-959.85
-260.3,-347.78,-574.03,-565.21,-335.33,-201.66,-180.54,-214.69,-85.463,-68.583,-125.45,-307.06,-245.23,-259.43,-266.87,-295.99,-277.09,-320.63,-321.9,-312.3,-335.05,-347.86,-318.43,-258.43,-268.63,-268.28,-275.81,-229.71,-231.78,-217.96,-386.19,-970.85
-268.26,-342.22,-578.71,-574.3,-347.34,-201.71,-178.49,-211.96,-100.35,-86.958,-137.71,-307.17,-255.89,-269.58,-281.27,-307.39,-289.08,-327.17,-329.91,-319.51,-339.38,-352.77,-324.73,-268.25,-271.35,-270.85,-278.05,-237.65,-236.99,-234.37,-408.36,-966.92
-252.05,-333.92,-580.34,-575.63,-342.53,-191.09,-172.73,-210.54,-86.873,-66.203,-118.03,-297.05,-242.46,-258.39,-270,-298.03,-278.13,-317.42,-319.26,-307.7,-326.53,-340.21,-316.12,-252.61,-254.99,-253.97,-269.71,-227.9,-228.37,-235.11,-422.84,-970.56
-243.12,-324.76,-578.4,-576.14,-338.81,-184.19,-168.23,-204.76,-67.231,-42.834,-97.408,-286.95,-224.75,-235.94,-240.13,-277.78,-262.4,-302.14,-300.26,-294.29,-318.91,-330.91,-306.02,-236.55,-243.83,-243.5,-263.09,-217.65,-218.14,-231.78,-428.76,-972.49
-245.53,-315.34,-575.32,-576.34,-340.34,-179.21,-159.83,-191.67,-72.55,-57.106,-107.19,-283.57,-228.45,-236.71,-235.24,-271.72,-259.06,-298.09,-293.84,-291.08,-316.56,-329.73,-298.88,-240.39,-249.6,-250,-258.65,-216.9,-214.34,-238,-441.95,-965.68
-244.08,-314.73,-583.38,-582.71,-346.11,-180.16,-161.56,-194.39,-78.054,-63.592,-111.34,-287.56,-236.49,-248.57,-244.9,-275.16,-261.35,-302.45,-294.27,-285.32,-308.73,-327.15,-297.38,-243.7,-247.99,-246.8,-250.69,-215.66,-214.53,-244.88,-451.63,-962.05
-255.87,-323.13,-596.63,-594.95,-359.18,-191.57,-176.12,-207.91,-71.58,-51.028,-105.79,-300.23,-242.87,-252.37,-246.52,-280.34,-269.52,-311.13,-301.14,-288.47,-311.84,-331.42,-307.3,-239.34,-237.48,-237.23,-252.76,-219.94,-222.13,-253.71,-458.79,-972.51
-267.93,-324.28,-602.27,-602.39,-362.82,-191.67,-175.26,-199.41,-77.348,-62.79,-118.37,-299.74,-245.95,-251.35,-250.26,-287.74,-277.67,-314.04,-304.78,-296.12,-320.79,-337.85,-310.03,-238.25,-240.47,-244.86,-261.49,-223.86,-223.54,-265.1,-481.98,-992.52
-247.75,-310.38,-603.08,-604.48,-352.64,-173.53,-157.17,-183.43,-78.735,-68.069,-114.3,-279.63,-230.5,-239.78,-245.02,-283.14,-269.37,-300.69,-287.89,-282.18,-309.78,-326.82,-293.09,-232.68,-239.67,-243.64,-250.62,-210.7,-206.08,-260.68,-493.66,-990.41
-225.98,-293.16,-602.99,-609.08,-349.81,-160.52,-148.27,-185.56,-69.786,-53.613,-93.841,-269.72,-214.43,-225.5,-221.29,-264.06,-253.17,-288.5,-271.34,-265.93,-294.21,-309.12,-278.58,-218.24,-218.1,-216.18,-228.41,-195.83,-189.88,-245.58,-478.99,-964.66
-230.84,-290.96,-607.29,-618.27,-357.79,-161.4,-149.97,-189.68,-73.566,-57.584,-97.684,-274.88,-221.49,-230.84,-217.98,-260.52,-254.43,-294.34,-280.39,-273.42,-296.96,-307.23,-280.7,-213.88,-211.24,-209.47,-228.34,-197.48,-191.14,-250.53,-488.02,-963.62
-245.3,-304.15,-627.19,-637.26,-370.38,-169.01,-156.26,-189.63,-85.026,-72.237,-113.76,-279.32,-233.59,-248.96,-249.28,-286.34,-273.01,-308.66,-297.08,-287.12,-309.1,-320.93,-293.3,-229.97,-235.28,-239.03,-251.37,-212.16,-205.38,-272.47,-519.02,-995.13
