86.678,-184.43,-302.91,-223.88,58.815,23.862,18.172,5.6925,8.0872,14.207,24.671,26.179,21.163,13.3,7.523,10.644,18.164,26.913,34.42,39.829,35.369,27.836,27.716,29.46,29.834,25.9,25.943,27.339,30.086,63.636,-50.827,-633.01
81.63,-195.13,-311.89,-230.04,52.55,19.681,15.694,3.418,6.5861,13.973,24.749,25.524,22.298,12.438,11.468,16.503,24.923,27.515,29.98,30.377,25.307,22.261,23.736,25.186,24.827,17.531,18.715,19.495,23.425,55.712,-56.295,-640.6
68.367,-209.33,-324.58,-240.8,42.412,11.523,5.6961,-5.5727,-1.2076,10.549,18.357,17.609,15.104,6.1603,-2.7861,2.2735,15.032,21.647,19.865,20.686,17.377,13.544,14.828,14.549,15.069,8.7164,11.802,11.235,13.433,46.04,-64.172,-647.71
64.551,-205.91,-323.17,-240.77,43.189,11.014,2.397,-8.0555,-1.7919,10.07,14.797,12.014,7.7112,1.0311,-11.405,-5.5012,7.2594,16.151,17.137,21.178,16.95,8.3486,10.788,12.646,11.541,10.611,15.669,14.063,10.873,45.833,-62.805,-648.8
63.66,-200.35,-315.51,-232.78,46.967,11.12,4.4292,-2.0461,0.12743,5.5366,10.669,12.412,7.44,1.0447,-7.1045,-0.53362,8.9501,15.067,18.276,20.981,12.893,4.8419,8.9179,15.253,14.003,13.337,16.327,16.157,11.667,45.377,-64.177,-648.82
58.707,-202.11,-311.23,-226.64,46.144,9.0887,5.5519,3.1814,3.9769,7.4339,11.478,13.234,10.741,6.9278,-0.73019,0.28661,6.7748,12.71,14.994,16.203,9.5285,3.3733,5.7912,11.008,14.604,11.992,11.714,12.393,13.558,46.503,-66.601,-644.73
57.185,-201.69,-308.94,-224.36,45.571,8.3185,4.9023,3.3832,8.3349,14.921,16.721,11.391,8.827,8.9555,0.090235,-3.6511,1.44,7.4566,12.037,16.787,12.285,0.94012,0.80873,6.0494,12.467,11.775,11.278,10.361,13.881,50.481,-61.192,-640.42
55.642,-203.23,-311.4,-227.08,43.388,5.9096,0.97454,-0.68938,1.0225,7.2213,9.5175,7.6325,3.3145,3.4722,-4.9597,-6.5018,-1.3572,3.4385,11.629,18.79,11.205,-4.5206,-4.9885,3.877,9.512,10.343,10.447,9.0627,10.984,49.26,-58.642,-643.74
52.41,-205.69,-314.27,-230.2,39.436,4.118,-2.4516,-3.5869,-7.1754,-1.1146,2.4235,7.215,2.2573,2.0196,-5.7452,-6.3782,-1.59,4.167,10.447,15.566,7.4755,-6.1261,-7.2962,0.62361,8.4047,8.3422,7.685,7.1069,10.358,45.771,-64.146,-643.75
53.148,-203.52,-311.77,-227.54,39.822,5.3288,-2.0539,-2.3391,-0.66927,7.9178,9.9007,9.1692,5.0069,5.3695,-1.802,-2.771,1.9538,8.6272,12.105,17.409,11.142,-2.5192,-5.0786,0.096041,9.538,9.6073,8.7605,7.1144,11.299,46.823,-64.301,-637.29
55.942,-201.39,-309.75,-224.93,40.982,5.4259,-1.6859,-1.9416,5.3766,13.853,13.228,7.6524,4.6652,1.6902,-7.0404,-4.8467,1.7909,7.9453,11.376,18.65,12.302,-0.35038,-2.5852,3.7992,10.963,12.218,11.562,7.3268,7.8921,46.191,-59.919,-635.3
56.428,-200.28,-310.28,-226.31,40.297,4.4105,-2.138,-2.5983,3.8197,9.6964,8.7652,6.3713,4.3239,-1.9562,-13.518,-9.8918,-1.5629,5.4782,9.315,15.28,9.7573,1.2454,-0.0064561,6.2106,12.547,13.743,12.487,9.1785,9.4357,47.301,-58.922,-636.69
56.935,-198.23,-309.67,-226.85,40.081,5.3429,0.44031,1.0636,4.2843,9.3647,9.5615,7.9604,5.3881,2.8468,-7.6053,-7.2472,0.42937,8.4881,13.243,18.426,15.222,4.5669,3.8285,9.044,17.394,14.797,14.495,13.473,15.208,49.815,-59.376,-637.33
58.393,-197.44,-308.46,-225.77,39.865,5.923,2.372,3.3021,0.97194,5.3447,5.8779,6.2691,3.8897,5.4348,-5.0654,-5.8201,1.8488,10.265,14.84,21.643,18.251,3.9329,3.1514,10.762,19.88,14.299,14.436,12.713,13.012,47.482,-59.331,-641.17
57.156,-195.6,-307.54,-226.68,38.376,6.4294,1.5207,0.45912,-6.1574,-2.0818,-0.37812,5.8823,4.0322,4.7999,-7.2999,-6.4437,1.9201,10.826,12.82,18.005,14.266,3.4167,2.1822,8.8485,16.845,14.139,14.598,10.958,11.037,47.083,-59.037,-644.43
55.899,-194.7,-306.75,-227.68,37.782,8.2087,3.0561,0.66359,-3.1213,2.692,5.726,9.9602,6.9117,9.0839,2.6169,1.5401,7.0266,15.25,19.043,21.237,17.326,8.3168,8.1228,11.152,16.608,15.164,17.525,15.499,17.277,53.184,-55.392,-641.23
56.904,-198.75,-308.27,-228.14,34.992,4.5997,0.78422,-0.03967,1.9024,9.6275,9.1162,7.096,5.9095,10.07,6.2736,2.5778,7.166,13.771,19.697,22.592,18.904,8.7037,9.1978,13.571,16.929,13.626,16.615,16.933,18.035,53.321,-55.293,-641.24
54.146,-201.58,-311.87,-230.85,30.273,-1.5233,-8.4967,-8.9245,-3.1494,7.876,3.6473,0.019015,1.5855,2.8585,-8.6042,-10.159,-0.54045,6.2631,8.3771,12.923,10.981,2.6644,1.7675,7.3805,10.866,10.276,12.719,12.525,11.342,47.383,-60.536,-645.68
49.569,-199.68,-313.08,-233.33,29.204,-0.13121,-8.4882,-10.189,-3.9806,8.8195,7.5079,3.854,3.6624,1.7871,-12.328,-11.071,1.1727,9.0526,9.5104,14.711,11.76,2.5446,0.41906,4.592,9.0697,11.305,13.848,11.4,10.028,47.145,-60.52,-643.35
54.979,-192.63,-305.12,-226.39,36.259,8.6952,4.1377,1.8677,4.718,14.739,16.927,12.955,9.8065,8.4307,-1.2792,-0.65299,8.6219,14.576,18.137,24.517,19.126,6.4063,5.4393,11.028,15.955,16.548,17.201,13.16,14.146,53.334,-51.296,-629.63
66.32,-182.18,-291.77,-213.83,44.712,14.146,10.867,9.0967,10.275,15.895,18.11,16.996,13.471,10.267,-0.57537,0.41619,8.1888,11.298,13.976,21.17,18.404,7.0293,5.668,11.061,18.105,18.961,17.272,14.142,18.699,59.135,-43.707,-610.52
63.963,-182.06,-289.85,-213.11,41.638,10.941,7.343,5.9698,5.9911,10.654,13.613,15.369,11.525,6.5384,-5.4637,-3.4778,5.824,10.335,9.9958,15.221,15.912,8.3836,5.2671,6.8781,14.735,16.41,15.63,13.337,17.143,56.632,-45.449,-604.09
49.305,-197.27,-301.81,-224.16,30.457,1.4745,0.3975,-1.1206,-2.5631,2.9584,5.5197,7.1714,4.7218,3.1653,-5.5899,-3.6353,6.0963,11.906,10.381,14.181,15.442,8.6387,6.4768,8.8765,14.633,11.739,12.584,7.7471,6.7627,43.416,-55.415,-617.37
43.394,-204.36,-309.53,-229.29,28.128,-2.0838,-4.9602,-6.6817,-6.3663,0.61345,0.42033,1.0312,0.53077,1.874,-8.3069,-5.1393,4.5533,9.8298,8.175,12.864,12.909,4.2827,4.1283,9.9508,15.408,10.234,11.049,3.392,1.6475,36.83,-60.219,-628.09
47.595,-196.04,-304.76,-225.2,33.326,2.8071,-4.8235,-7.1434,-5.2475,3.8331,2.9522,2.1426,-0.67002,1.0964,-9.5428,-5.3976,3.6705,8.9856,10.011,16.013,13.701,2.0243,2.031,8.9894,16.593,14.015,13.673,7.048,7.1935,44.478,-54.011,-621.32
47.73,-191.45,-299.77,-223.24,34.2,5.2048,-1.7009,-4.8675,-5.5203,1.4872,-0.13926,-0.68457,-3.1723,0.30484,-7.2937,-6.9438,0.75396,5.8735,10.191,16.861,14.771,2.0808,1.9558,10.503,17.967,16.841,16.074,12.12,11.46,50.025,-50.342,-614.04
46.746,-191.61,-298.94,-223.15,34.122,3.9262,-1.2893,-4.1893,-2.4117,1.72,-2.1591,-3.8309,-3.4326,-0.58834,-11.634,-14.08,-6.463,-0.86556,2.965,11.179,12.165,0.80527,1.6172,10.756,17.144,17.175,17.917,14.421,14.025,52.039,-50.131,-616.16
50.724,-187.54,-296.01,-220.3,35.317,4.9176,-0.6001,-2.9995,3.7091,10.135,8.2063,1.94,0.27405,-2.4028,-18.809,-19.365,-8.8717,0.45266,4.1769,14.71,15.11,2.9122,3.577,10.877,18.444,17.582,18.558,14.714,17.568,53.933,-49.671,-616.41
50.337,-188.57,-293.64,-218.06,33.072,4.7078,-0.43849,-2.6159,-1.1688,6.3774,7.5687,4.0605,0.27377,-3.9519,-17.751,-17.589,-4.4277,6.7463,11.111,19.789,17.466,4.0511,3.2514,11.685,20.973,15.633,13.446,8.9318,11.886,46.004,-54.788,-613.61
46.049,-193.97,-297.76,-220.25,30.58,1.9512,-4.1267,-3.7404,-9.7744,-6.3927,-6.9298,-0.42258,-1.9807,-1.5621,-9.9315,-10.706,-0.090637,6.8713,10.075,15.481,13.292,0.84142,-1.9335,8.4389,17.439,14.446,11.09,5.4831,5.4334,40.528,-59.139,-616.38
48.938,-189.63,-296.25,-219.18,33.901,3.7643,-1.6927,-0.89697,-5.066,-1.9512,-0.89231,5.2718,0.81706,1.7475,-2.8078,-0.5957,5.2521,9.382,13.534,19.856,17.186,5.144,1.8156,7.5962,13.616,18.398,18.72,13.367,10.917,50.353,-52.508,-617.02
60.138,-181.67,-286.86,-211.07,41.552,12.104,9.1113,4.1977,5.6536,12.747,18.137,14.81,8.7204,5.1855,0.75188,4.162,11.087,17.35,24.294,32.234,28.396,15.297,13.86,14.468,16.354,17.648,22.712,21.521,20.025,55.909,-49.191,-608.64
66.291,-184.31,-286.18,-207.82,45.682,15.985,11.078,2.276,5.7211,14.081,17.387,13.039,12.693,9.2495,0.98532,1.6695,12.379,20.143,24.796,31.09,27.885,17.126,16.496,19.665,19.485,12.683,18.064,20.373,21.03,49.12,-55.582,-607.44
60.538,-190.58,-293.89,-214.04,42.109,10.905,3.0752,-3.7276,-2.1888,5.7232,7.4749,8.6784,10.821,10.631,3.0482,2.1655,11.635,18.191,21.522,26.331,22.968,13.918,13.01,21.533,22.407,15.247,17.197,18.201,17.73,47.036,-56.39,-614.18
57.726,-188.61,-294.22,-217.23,37.69,8.5958,2.8672,-4.1483,-4.1187,5.6589,11.566,12.636,10.913,8.9955,4.6114,6.3789,16.043,22.33,28.629,33.125,29.18,17.607,17.14,24.527,26.849,21.145,23.093,22.208,19.308,50.956,-51.123,-612.3
68.171,-181.25,-289.83,-213.9,41.092,13.271,7.9728,-0.44091,1.8282,12.167,18.361,17.527,15.835,11.943,4.636,7.3972,19.526,27.913,35.626,40.338,36.426,23.869,23.768,26.186,27.452,20.655,26.51,28.582,28.364,55.779,-50.223,-607.55
74.17,-179.72,-290.02,-213.17,44.652,14.458,6.4279,-0.92351,-1.4232,6.0802,11.507,16.266,15.19,13.175,3.0066,4.7258,14.764,23.67,27.599,33.023,30.608,22.923,23.378,24.052,23.092,17.883,24.8,29.944,32.097,59.646,-50.056,-606.2
69.177,-183.95,-291.07,-215.52,42.499,13.697,6.3629,-3.8793,-14.361,-8.6657,3.0055,15.386,10.212,4.5116,-4.9737,-1.7048,7.7376,14,13.27,19.172,20.126,17.484,19.242,21.159,18.692,14.937,20.428,25.567,25.873,55.327,-53.314,-605.02
